featureID,CDMM_A,CDMM_B,CDMM_C,IEC_A,IEC_B,IEC_C
gene-CDR20291_1268,2675.2,3179.76,3304.38,4087.47,5917.91,5351.42
gene-CDR20291_1269,219.65,196,182.67,338.84,436.42,356.35
gene-CDR20291_1270,68.99,83.35,74.33,107.05,182.15,155.13
gene-CDR20291_1271,126.91,140.07,124.7,275.49,355.22,306.45
gene-CDR20291_1272,904.27,816.89,922.64,1683.24,1808.44,1626.66
gene-CDR20291_1273,727.08,875.2,893.69,975.24,1460.28,1307.91
gene-CDR20291_1274,209.12,194.25,220.06,285.92,326.97,276.7
gene-CDR20291_1275,274.95,204.77,159.89,6.26,6.91,6.44
gene-CDR20291_1276,1163.41,1183.61,857.35,102.92,160.94,155.43
gene-CDR20291_1277,1432.23,1460.01,1463.29,2757.75,3337.25,2916.26
gene-CDR20291_1278,6293.49,6887.95,6833.17,11097.33,14940.74,13182.74
gene-CDR20291_1279,31.08,23.5,38.34,70.35,105.73,99.09
gene-CDR20291_1280,476.03,537.23,631.86,1053.22,1457.23,1183.95
gene-CDR20291_1281,173.98,170.38,198.07,292.25,338.54,316.39
gene-CDR20291_1282,553.58,687.19,705.2,1026.86,1365.54,1283.13
gene-CDR20291_1283,2341.1,2367.79,2744.35,2581.33,3352.79,2889.75
gene-CDR20291_1284,1709.02,1945.03,2029.66,4103.19,4948.07,4497.07
gene-CDR20291_1285,6999.86,7833.99,8190.38,11046.69,13235.7,11722.99
gene-CDR20291_1286,1116.99,1023.84,1364.1,1861.78,1901.49,1711.25
gene-CDR20291_1287,7795.31,8136.45,8402.45,10044.25,12380.02,10969.88
gene-CDR20291_1288,621.57,725.35,660.88,2065.33,3048.87,2794.26
gene-CDR20291_1289,765.98,856.04,839.84,3225.83,4144.84,3917.23
gene-CDR20291_1290,1388.46,1378.17,1558.62,5435.91,6226.28,5734.06
gene-CDR20291_1291,595.87,592.73,615.48,1135.64,1227.89,1122.55
gene-CDR20291_1292,816.79,856.67,906.29,1552.9,1637.25,1533.06
gene-CDR20291_1293,1057.88,1188.88,1188.75,1978.48,2240.51,2010.56
gene-CDR20291_1294,646.17,684.77,748.26,1351.56,1533.34,1382.29
gene-CDR20291_1295,1550.54,1673.62,1945.63,2401.18,2632.64,2325.88
gene-CDR20291_1296,499.22,530.06,662.09,747.76,847.66,752.25
gene-CDR20291_1297,1970.08,2236.88,2200.65,2299.84,3492.05,3064.8
gene-CDR20291_1298,5540.43,5622.43,5754.74,9925.66,10534.85,9623.58
gene-CDR20291_1299,10691.46,11088.97,12583.29,20511.02,22980.96,20961.51
gene-CDR20291_1300,2729.28,2687.55,3128.09,4825.5,5698.21,5413.03
gene-CDR20291_1301,5060.36,5262.49,5821.91,10095.25,11882.8,10293.09
gene-CDR20291_1302,7737.96,8268.78,9147.71,15429.32,17667.07,15789.95
gene-CDR20291_1303,3128.81,3440.46,4139.22,6133,7663.25,7441.92
gene-CDR20291_1304,7903.06,7925.19,8857.44,11284.83,13034.96,11521.35
gene-CDR20291_1305,401.49,367.7,393.49,808.37,980.51,852.4
gene-CDR20291_1306,1152.74,1283.65,1464.97,1729.17,2224.41,2063.53
gene-CDR20291_1307,1714.07,1965.99,2028.42,2231.88,2965.39,2651.79
gene-CDR20291_1308,58436.58,57921.86,59854.86,88655.74,103133.96,87928.54
gene-CDR20291_1309,1190.16,1428.75,1364.89,1368.28,1744.04,1585.17
gene-CDR20291_1310,748.26,888.61,920.92,876.13,1280.58,1220.64
gene-CDR20291_1311,1016.6,1200.17,1168.9,563.65,978.69,847.11
gene-CDR20291_1312,155.87,167.25,177.8,156.11,166.48,162.23
gene-CDR20291_1313,100.97,104.29,113.23,180.28,181.95,179.35
gene-CDR20291_1314,286.37,337.18,314.96,463.04,634.89,600.75
gene-CDR20291_1315,200.94,206.47,219.7,352.7,450.46,415.89
gene-CDR20291_1316,620.72,621.86,690.65,1099.82,1565.64,1402.97
gene-CDR20291_1317,5644.26,6065.14,5689.2,5325.95,7003.95,5840.55
gene-CDR20291_1318,25687.47,25748.77,29347.73,47448.53,63616.76,56309.85
gene-CDR20291_1319,307.68,361.53,377.82,139.56,216.78,183.06
gene-CDR20291_1320,3009.91,3186.15,3658.72,6226.61,8170.14,7623.15
gene-CDR20291_1321,864.7,985.78,1001.61,1458.28,1704.69,1475.7
gene-CDR20291_1322,1675.04,1784.25,1966.74,3079.28,3863.17,3654.25
gene-CDR20291_1323,131793.55,127218,130981.83,93635.95,123167.58,103290.12
gene-CDR20291_1324,6434.44,7439.92,7691.18,10883.08,16181.98,14888.39
gene-CDR20291_1325,7933.45,8857.9,8983.06,11380.78,14717.81,13283.5
gene-CDR20291_1326,2545.38,2386.41,2932.3,1096.11,1542.56,1275.27
gene-CDR20291_1327,974.93,1033.58,1395.95,1055.09,1218.94,993.1
gene-CDR20291_1328,24777.28,25243.3,33947.57,43028.52,52857.01,43976.2
gene-CDR20291_1329,1305.49,1162.69,1611.81,1699.76,2149.24,1834.56
gene-CDR20291_1330,1195.59,1128.88,1300.22,2612.59,2966.96,2724.38
gene-CDR20291_1331,694.39,707.27,823.75,1157.08,1598.18,1492.82
gene-CDR20291_1332,523.88,529.23,650.02,1025.26,1105.57,1067.66
gene-CDR20291_1333,2971.34,3108.95,3804.03,8711.35,12067.82,10920.17
gene-CDR20291_1334,1076.97,1177.7,1317.03,729.8,933.01,715.9
gene-CDR20291_1335,27.7,20.48,25.44,38.56,62.85,47.81
gene-CDR20291_1336,47.37,41.55,45.93,92.72,105.91,83.83
gene-CDR20291_1337,118.9,122,124.82,214.35,210.74,198.02
gene-CDR20291_1339,774.54,783.51,825.14,2368.95,2848.73,2632.85
gene-CDR20291_1340,633.66,652.76,834.27,2556.04,3023.07,2758.09
gene-CDR20291_1341,1486.35,1467.38,1839.01,4780.6,5545.51,4916.22
gene-CDR20291_1342,515.5,552.82,624.88,732.88,923.39,801.72
gene-CDR20291_1343,194.6,237.85,249.38,277.64,400.69,374.4
gene-CDR20291_1344,3094.04,3232.72,3049.39,5139.73,5857.06,5305.91
gene-CDR20291_1345,5095.48,5014.59,5025.02,10338.93,11648.71,10657.01
gene-CDR20291_1346,6359.03,6313.53,6811.86,9657.04,13077.07,11529.15
gene-CDR20291_1347,1470.31,1365.7,1582.98,1313.68,1772.78,1607.31
gene-CDR20291_1348,753.94,751.17,1061.1,2317.01,4200.08,3643.74
gene-CDR20291_1349,1040.99,1040,1084.08,1753.07,1976.5,1801.15
gene-CDR20291_1350,720.71,663.16,774.94,1152.21,1347.17,1197.44
gene-CDR20291_1351,65.14,65.49,76.24,301.86,348.65,384.06
gene-CDR20291_1352,171.03,185.05,222.38,513.41,715.53,688.54
gene-CDR20291_1353,305.18,304.04,369.6,1070.75,1633.31,1469.33
gene-CDR20291_1354,26290.26,31296.96,36150.1,53739.35,85754.12,78645.78
gene-CDR20291_1355,1119.17,1002.95,1079.2,806.56,1018.53,821.51
gene-CDR20291_1356,269.48,256.34,273.38,165.74,238.12,189.9
gene-CDR20291_1357,1167.42,1086.79,1224.86,893.5,1174.19,1093.17
gene-CDR20291_1358,758.06,808.66,902.72,805.87,1062.21,961.2
gene-CDR20291_1359,3836.11,3781.12,4347.65,8578.21,12550.27,11368.09
gene-CDR20291_1360,345.86,363.77,346.67,919.64,1078.95,971.57
gene-CDR20291_1361,40413.19,40845.07,49274.97,83700.04,106448.21,92310.49
gene-CDR20291_1362,34158.23,30906.01,38271.96,80804,87094.7,79593.63
gene-CDR20291_1363,23748.77,28083.99,33049.14,40901.46,65123.28,61118.78
gene-CDR20291_1364,769.6,935.6,971.46,1947.62,2454.14,2196.74
gene-CDR20291_1365,321.88,373.43,358.45,639.77,805.74,648.11
gene-CDR20291_1366,2747.43,3243.63,3343.41,5262.34,6604.63,6028.71
gene-CDR20291_1367,82.38,84.31,88.86,231.74,242.26,240.96
gene-CDR20291_1368,416.44,390.48,425.05,385.1,517.75,518.81
gene-CDR20291_1369,221.11,248.64,259.96,468.6,747.63,712.98
gene-CDR20291_1370,11069.48,11318.62,11393.12,11975.06,15994.58,13886.87
gene-CDR20291_1371,19225.4,19066.73,19508.87,38796.71,50352.34,41534.81
gene-CDR20291_1372,5463.32,5491.73,6420.56,13944.42,17278.98,15353.54
gene-CDR20291_1373,111999.82,105483.27,108867.44,86591.41,99807.46,85084.5
gene-CDR20291_1374,4580.25,4658.44,4895.2,3996.69,5381.91,4876.12
gene-CDR20291_1375,8952.18,8513.38,9213.48,8692.17,10312.34,8958.36
gene-CDR20291_1376,10962.29,11740.19,12670.48,11600.17,14683.19,13029.56
gene-CDR20291_1377,3671.38,3841.97,4295.09,3796.48,4448.86,3897.89
gene-CDR20291_1378,8855.2,9536.05,10180.82,9034.67,10990.62,9763.05
gene-CDR20291_1379,798.27,926.98,879.08,1391.04,1552.8,1424.65
gene-CDR20291_1380,152.74,188.37,199.76,330.15,471.97,411.01
gene-CDR20291_1381,25.29,36.03,27.72,101.24,110.85,95.19
gene-CDR20291_1382,73.64,87.84,109.82,152.95,269.3,213.72
gene-CDR20291_1383,1083.34,1113.18,1248.45,1600.64,2229.66,2063.88
gene-CDR20291_1384,3473.18,3690.23,3993.96,2711.17,3280.74,2924.78
gene-CDR20291_1385,13084.85,13805.69,15306.36,14128.3,17015.51,15537.79
gene-CDR20291_1386,20649.62,19891.12,24573.72,22716.39,25302.59,23596.24
gene-CDR20291_1387,2095.65,2161.77,2641.79,1770.73,2577.24,2308.34
gene-CDR20291_1388,84.44,92.21,101.14,229.13,318.59,293.06
gene-CDR20291_1389,101.19,123.53,126.76,399.83,564.62,523.96
gene-CDR20291_1390,18982.81,20162.68,21281.55,52454.63,63436.99,57240.39
gene-CDR20291_1391,20694.89,21569.01,24330.75,59524.21,72258.7,63545.54
gene-CDR20291_1392,469.63,519.76,597.48,711.99,1233.83,1037.82
gene-CDR20291_1393,552.38,668.74,619.7,701.46,1722.18,1585.47
gene-CDR20291_1394,2303.5,2864.65,2729.42,5440.85,8722.61,8205.63
gene-CDR20291_1395,2389.33,2544.8,2340.19,4516.57,5786.45,5257.59
gene-CDR20291_1396,44.8,72.07,72.6,138.16,206.96,166.19
gene-CDR20291_1397,88.76,111.44,162.67,278.09,294.51,296.9
gene-CDR20291_1398,182.04,184.31,211.97,366.14,472.62,396.75
gene-CDR20291_1399,129.94,155.02,180.34,329.54,466.25,336.36
gene-CDR20291_1400,143.99,190.09,236.8,489.47,659.35,565.56
gene-CDR20291_1401,276.4,296.53,334.12,825.51,904.85,836.83
gene-CDR20291_1402,236.08,222.28,270.93,820.07,1114.42,991.47
gene-CDR20291_1403,115.69,113.19,191.33,645.96,855.78,761.35
gene-CDR20291_1404,662.79,721.35,785.47,3823.94,4433.77,4025.51
gene-CDR20291_1405,771.24,808.69,934.97,2348.61,3069.51,2694.2
gene-CDR20291_1406,960.45,1021.47,1312.74,3401.72,3927.62,3519.19
gene-CDR20291_1407,310.96,288.53,352.37,912.55,1044.41,990.25
gene-CDR20291_1408,580.26,632.59,700.47,1309.82,1714.89,1604.12
gene-CDR20291_1409,658.98,825.84,895.3,1153.02,1422.35,1316.47
gene-CDR20291_1410,2499.17,2799.76,2875.89,3734.93,4209.13,3789.12
gene-CDR20291_1411,1686.34,2135.15,2307.35,1947.26,2489.58,2215.6
gene-CDR20291_1412,4.11,4.82,4.22,6.91,4.19,6.32
gene-CDR20291_1413,57.52,67.16,69.31,95.89,127.25,133.54
gene-CDR20291_1414,144.82,175.73,183.62,306.64,433.36,427.8
gene-CDR20291_1415,4803.38,5179.6,5215.61,3736.36,5172.61,4607.35
gene-CDR20291_1416,1918.54,2014.11,2162.64,1644.18,2184.39,2006.29
gene-CDR20291_1417,1827.24,2213.17,2278.12,1593.71,2147.73,1807.49
gene-CDR20291_1418,142.82,138.69,142.82,426.15,504.97,385.67
gene-CDR20291_1419,350.91,341.63,366.29,402.83,474.88,442.53
gene-CDR20291_1420,279.04,265.99,281.46,264.53,237.75,213.72
gene-CDR20291_1421,531.05,509.89,581.23,521.27,524.96,486.17
gene-CDR20291_1422,138.32,134.25,148.49,147.82,163.01,156.93
gene-CDR20291_1423,316.62,261.62,322.34,310.5,301.45,289.39
gene-CDR20291_1424,546.22,510.15,578.54,649.25,712.96,654.67
gene-CDR20291_1425,720.35,689.5,775.54,834.84,875.46,819.46
gene-CDR20291_1426,282.2,284.96,318.47,290.88,361.11,309.52
gene-CDR20291_1427,149.14,148.03,168.52,177.6,268.66,213.81
gene-CDR20291_1428,77.11,71.18,68.6,46.86,48.23,53.39
gene-CDR20291_1429,496.71,557.46,575.18,533.84,981.28,870.15
gene-CDR20291_1430,162.89,161.2,206.64,215.23,378.3,331.8
gene-CDR20291_1431,121.82,138.9,150.81,74.34,77.37,70.78
gene-CDR20291_1432,287.74,323.96,338.84,155.71,168.71,170.49
gene-CDR20291_1433,306.37,321.6,371.89,189.86,230.39,198.68
gene-CDR20291_1434,874.3,945.08,949.93,888.93,1047.85,918.05
gene-CDR20291_1435,171.91,167.21,212.08,123.22,157.11,113.21
gene-CDR20291_1436,401.43,426.41,479.68,266.3,346.07,289.31
gene-CDR20291_1437,139.64,130.29,137.44,108.84,136.15,112.96
gene-CDR20291_1438,149.8,163.68,203.1,129.82,163.62,149.23
gene-CDR20291_1439,512.4,480.72,539.44,901.45,1122.31,897.98
gene-CDR20291_1440,173.74,150.12,154.99,196.16,248.67,222.64
gene-CDR20291_1441,420.33,438.16,513.73,671.05,711.76,672.31
gene-CDR20291_1442,199.16,182.82,212.13,306.12,360.52,359.54
gene-CDR20291_1443,536.82,570.08,610.87,1101.75,1388.81,1363.68
gene-CDR20291_1444,176.55,209.68,241.22,408.62,725.49,658.58
gene-CDR20291_1445,1729.05,2106.7,2056.98,1326.88,2736.3,2381.28
gene-CDR20291_1446,1199.44,1288.21,1274.32,7649.71,8720.42,8015.28
gene-CDR20291_1447,1451.13,1455.54,1469.82,2032.25,2567.85,2361.48
gene-CDR20291_1448,1231.76,1330.75,1178.04,1395.23,1805.1,1707.12
gene-CDR20291_1449,658.39,635.5,702.75,538.52,672.77,613.55
gene-CDR20291_1450,216.51,226.07,200.43,151.41,180.68,186.38
gene-CDR20291_1451,338.58,287.18,332.33,271.32,276,262.85
gene-CDR20291_1452,39.91,49.67,69,44.13,49.05,51.23
gene-CDR20291_1453,67.16,82.92,75.47,59.46,72.36,78.41
gene-CDR20291_1454,218.21,211.19,268.89,197.67,217.22,198.91
gene-CDR20291_1455,146.52,180.39,164.88,127.9,156.49,140.45
gene-CDR20291_1456,266.03,362.4,312.22,250.74,306.86,278.12
gene-CDR20291_1457,358.5,460.89,435.26,351.17,424.68,397.09
gene-CDR20291_1458,58.53,53.48,43.46,60.75,57,47.8
gene-CDR20291_1459,27.13,26.48,20.67,17.52,21.29,27.15
gene-CDR20291_1460,152.89,193.71,171.94,179.67,189.68,151.55
gene-CDR20291_1461,45.11,54.32,57.1,51.18,78.97,70.26
gene-CDR20291_1462,1108.33,1241.59,1250.38,602.75,1042.42,935.76
gene-CDR20291_1463,84.18,117.82,120.41,123.66,173.05,160.09
gene-CDR20291_1464,1650.6,1718.27,2088.03,2339.33,3639.89,3150.12
gene-CDR20291_1465,64.66,56.24,58.45,117.46,239.64,190.02
gene-CDR20291_1466,17916.4,18093.89,17934.87,14201.96,17654.31,15690.79
gene-CDR20291_1467,911.48,934.12,958.48,3717.12,4367.26,4020.84
gene-CDR20291_1469,556.58,591.31,635.55,693.18,734.75,658.7
gene-CDR20291_1470,142.25,171.2,157.7,366.19,462.12,417.13
gene-CDR20291_1471,492.76,536.77,488.94,971.39,1067.73,952.09
gene-CDR20291_1472,17.42,13.09,18.89,63.47,67.88,79.03
gene-CDR20291_1473,2716.37,2822.72,2829.95,1938.04,2650.85,2113.6
gene-CDR20291_1474,12968.04,13539.35,13590.34,13968.76,18989.74,16501.63
gene-CDR20291_1475,224.27,243.86,302.83,320.39,460.25,464.14
gene-CDR20291_1476,341.28,336.75,421.18,1610.3,1815.83,1821.26
gene-CDR20291_1477,10520.51,10056.92,10410.6,1693.76,3258.91,4182.44
gene-CDR20291_1478,4508.15,3575.29,3969.93,1164.66,1475.39,1738.7
gene-CDR20291_1479,2759.98,2946.79,3098.83,1634.58,2053.08,1848.32
gene-CDR20291_1480,1447.9,1479.27,1708.06,1783.79,2291.35,1993.04
gene-CDR20291_1481,1272.16,1473.68,1443.8,2208.09,2441.56,1956.72
gene-CDR20291_1482,80.47,113.59,121.07,129.77,184.14,159.16
gene-CDR20291_1483,63.46,81.79,70.87,131.62,202.81,169.47
gene-CDR20291_1484,51.25,39.09,54.74,76.26,89.3,83.56
gene-CDR20291_1485,48.42,54.39,49.14,82.62,102.83,95.96
gene-CDR20291_1486,45.97,46.68,67.02,72.72,74.86,85.13
gene-CDR20291_1487,40,29.34,45.89,78.28,108.9,76.35
gene-CDR20291_1488,1301.62,1551.09,1242.81,7722.83,9376.34,8560.66
gene-CDR20291_1489,134.16,128.38,153.55,297.61,365.42,350.1
gene-CDR20291_1490,113.52,123.17,133.58,305.47,323.79,347.32
gene-CDR20291_1491,84.98,123.12,116.26,199.87,197.63,182.49
gene-CDR20291_1492,1066.54,1055.35,931.38,1160.99,1463.57,1236.82
gene-CDR20291_1493,430.38,393.22,392.52,966.63,1040.75,1006.62
gene-CDR20291_1494,1910.69,1957.64,2121.72,2744.87,3267.86,3017.35
gene-CDR20291_1495,318.89,428.49,397.76,374.35,504.91,461.91
gene-CDR20291_1496,52.86,42.25,45.93,26.57,55.62,37.74
gene-CDR20291_1497,1020.35,1080.3,1155.04,2432.64,2888.82,2464.87
gene-CDR20291_1498,825.58,885.08,1042.09,1918.99,2334.37,2106.74
gene-CDR20291_1499,432.23,415.37,523.27,1155.99,1244.79,1178.96
gene-CDR20291_1500,1253.55,1365.25,1524.95,2844.94,3456.19,3085.69
gene-CDR20291_1501,435.77,518.15,560.08,809.39,1041.55,923.77
gene-CDR20291_1502,314.86,394.01,408.3,430.87,687.51,651.25
gene-CDR20291_1503,82.23,95.06,102.22,148.62,204.83,154.6
gene-CDR20291_1504,28.4,21.45,33.87,83.5,97.86,107
gene-CDR20291_1505,43.03,31.97,43.16,144.33,140.37,133.29
gene-CDR20291_1506,13.03,11.89,17.56,37.58,31.71,28.73
gene-CDR20291_1507,43.44,33,59.68,132.84,151.88,148.96
gene-CDR20291_1508,17.97,12.78,16.83,44.54,80.13,61
gene-CDR20291_1509,50.6,59.08,60.14,103.17,144.95,152.62
gene-CDR20291_1510,518.92,532.22,594.65,1097.87,1472.57,1286.72
gene-CDR20291_1511,1188.48,1341.66,1407.36,1440.14,1893.36,1564.02
gene-CDR20291_1512,1326.98,1387.25,1375.03,1427.27,2139.65,1775.53
gene-CDR20291_1513,3780.61,4155.86,4757.67,7070.14,10528.04,9449.67
gene-CDR20291_1514,177.33,215.83,200.24,281.47,336.86,308.43
gene-CDR20291_1515,226.02,200.29,237.93,349.64,376.7,314.58
gene-CDR20291_1516,1731.74,1823.82,1891.17,2871.88,3641,2973.18
gene-CDR20291_1517,1171.39,1244.63,1406.6,2243.01,3274.54,2857.55
gene-CDR20291_1518,386.7,494.56,473.46,1063.21,1307.6,1203.7
gene-CDR20291_1519,596.18,663.08,697.11,1557.74,1778.29,1515.18
gene-CDR20291_1520,2051.49,2053.39,2238.2,2185.33,2897.12,2603.08
gene-CDR20291_1521,402502.31,395672.69,361239.47,417829.53,538752.44,471599.84
gene-CDR20291_1522,3989.14,3982.91,4134.9,5733.56,7070.27,6460.89
gene-CDR20291_1523,5517.98,5843.38,5742.57,7495.85,9764.06,8910.8
gene-CDR20291_1524,158.73,204.02,203.85,432.5,535.95,525.08
gene-CDR20291_1525,135.07,129.55,155.46,305.22,331.68,288.08
gene-CDR20291_1526,467.61,471.06,496.62,846.65,1015.76,911.9
gene-CDR20291_1527,272.8,289.6,283.44,636.63,874.99,806.42
gene-CDR20291_1528,201.97,223.66,217,415.96,645.78,596.04
gene-CDR20291_1529,41.29,45.21,60.9,153.44,164.22,151.77
gene-CDR20291_1530,535.68,632.02,605.67,975.11,1280.43,1202.39
gene-CDR20291_1531,836.3,881.33,979.78,1007.98,1279.33,1143.89
gene-CDR20291_1532,6252.74,6443.08,6412.84,8780.9,11075.55,10202.22
gene-CDR20291_1533,5235.88,4982.25,5662.29,8344.5,10509.95,9663.86
gene-CDR20291_1534,1871.38,1927.39,2204.14,3762.34,3818.35,3873.91
gene-CDR20291_1535,31034.73,31646.6,35126.05,63335.16,74467.41,67469.53
gene-CDR20291_1536,3059.79,3362.54,3802.28,9405.26,12114.3,11354.55
gene-CDR20291_1537,5381.42,5873.06,6590.4,13854.07,18212.5,16341.21
gene-CDR20291_1538,774.5,858.58,961.63,1963.94,2236.11,2230.39
gene-CDR20291_1539,674.75,742.35,816.39,1593.51,1918.99,1788.61
gene-CDR20291_1540,1445.1,1504.36,1714.49,3665.94,4435.98,4053.95
gene-CDR20291_1541,413.48,475.07,546.34,1076.77,1269.4,1186.24
gene-CDR20291_1542,1325.73,1397.63,1367.95,2146.82,2874.23,2537.6
gene-CDR20291_1543,1561.87,1639.74,1890.85,3993.87,5179.24,4719.72
gene-CDR20291_1544,549.23,567.09,708.39,1311.3,1635.42,1546.29
gene-CDR20291_1545,721.77,839.67,924.25,1092.54,1006.46,844.66
gene-CDR20291_1546,403.36,510.73,514.94,321.62,466.66,459.34
gene-CDR20291_1547,418.15,411.39,586.28,396.76,458.04,406.08
gene-CDR20291_1548,1064.79,1130.82,1254.17,967.15,1300.52,1062.46
gene-CDR20291_1549,231.41,269.68,278.62,168.28,247.93,217.33
gene-CDR20291_1550,3293.07,3125.95,3345.23,3536.18,4154.85,3825.2
gene-CDR20291_1551,1517.13,1580.76,1526.81,3351.74,3791.26,3401.13
gene-CDR20291_1552,169.91,157.8,268.63,963.75,1304.54,1042.67
gene-CDR20291_1553,2183.42,2357.35,2342,4156.75,4972.91,4541.87
gene-CDR20291_1554,6.1,11.85,16.12,25.96,34.7,28.54
gene-CDR20291_1555,7663.76,8196.79,8089.62,7572.75,9247.82,8664.9
gene-CDR20291_1556,15376.26,15664.25,15020.4,11888.98,14744.81,12991.49
gene-CDR20291_1557,33598.19,32568.46,26161.29,2144.42,2294.56,2111.59
gene-CDR20291_1558,193.7,226.81,195.5,518.8,710.63,579.82
gene-CDR20291_1559,65.32,109.28,100.76,155.3,213.75,150.59
gene-CDR20291_1560,628.46,637.95,807.81,1880.91,2767.66,2284.44
gene-CDR20291_1561,284.73,351.35,369.98,801.83,1080.42,1052.59
gene-CDR20291_1562,1138.56,1265.44,1501.13,4449.33,5320.09,4710.92
gene-CDR20291_1563,122.29,107.82,138.6,352.43,410.83,327.87
gene-CDR20291_1564,382.96,425.07,455.05,1392.53,1638.13,1425.93
gene-CDR20291_1565,32.34,22.23,30.83,64.06,67.27,75.35
gene-CDR20291_1566,42.4,51.21,51.44,130.91,145.14,114.25
gene-CDR20291_1567,25.98,47.71,55.3,103.8,115.29,119.03
gene-CDR20291_1568,95.27,114.63,113.8,350.84,464.71,407.15
gene-CDR20291_1569,88.41,113.35,126.71,374.71,479.81,434.42
gene-CDR20291_1570,162.98,190.02,174.44,431.13,636.11,512.97
gene-CDR20291_1571,357.97,445.09,471.1,1091.57,1514.78,1492.46
gene-CDR20291_1572,602.21,706.57,683.52,1366.85,1750.25,1558.25
gene-CDR20291_1573,865.49,951.1,901.75,1834.08,2566.79,2395.01
gene-CDR20291_1574,460.43,492.02,505.03,1371.75,1879.67,1745.39
gene-CDR20291_1575,150.15,149.33,156.15,597.96,884.84,732.92
gene-CDR20291_1577,835.62,947.82,943.64,3159.98,4583.95,4198.75
gene-CDR20291_1578,858.04,933.59,953.53,3673.12,4764.13,4245.1
gene-CDR20291_1579,1297.84,1520.9,1599.68,6027.13,7738.51,7117.57
gene-CDR20291_1580,17715.54,18327.94,20435.14,38341.01,48295.74,41853.42
gene-CDR20291_1581,11018.27,11344.66,13421.72,22117.2,31749.07,27624.25
gene-CDR20291_1582,5808.17,5899.34,6963.56,12215.08,16836.18,14486.02
gene-CDR20291_1583,120.78,143.2,175.66,201.13,273.77,263.93
gene-CDR20291_1584,1096.98,1267.11,1345.86,1641.9,2119,1863.25
gene-CDR20291_1585,1228.8,1281.39,1501.9,2852.99,3109.23,2817.74
gene-CDR20291_1586,1466.89,1515.75,1688.66,3149.22,3623.21,3496.01
gene-CDR20291_1587,2953.27,3112.9,3503.3,6850.62,8678.21,8245.88
gene-CDR20291_1588,52502.48,56363.98,50780.12,50858.28,69303.38,57683.08
gene-CDR20291_1589,134205.45,138335.73,128288.16,153653.88,206205.73,170205.14
gene-CDR20291_1590,9378.04,8879.61,9148.01,9320.28,9590.24,9594.35
gene-CDR20291_1591,32779.34,32692.71,31825.01,26639.48,30521.77,29263.21
gene-CDR20291_1592,1945.76,2114.05,2094.32,2892.62,3716.67,3341.29
gene-CDR20291_1593,3331.05,3784.17,3783.62,4510.07,5947.05,5478.91
gene-CDR20291_1594,5136.01,5457.21,5808.61,10885.72,15831.19,14306.29
gene-CDR20291_1595,52077.78,44312.58,47516.42,22895.92,21848.93,20330.77
gene-CDR20291_1596,88137.29,81904.38,87823.4,47445.14,45762.37,41831.35
gene-CDR20291_1597,38487.4,33025.07,37419.75,20432.58,20527.96,18025.12
gene-CDR20291_1598,86329.32,75292.73,79428.23,44284.17,47926.77,42169.84
gene-CDR20291_1599,1818.58,1855.43,2204.73,2158.82,2679.83,2335.1
gene-CDR20291_1600,5218.63,5082.54,6344.41,12645.39,12956.02,11350.51
gene-CDR20291_1601,551.15,546.55,668.77,1534.14,1659.14,1460.49
gene-CDR20291_1602,2728.92,2784.99,3227.58,7013.54,7813.21,6966.91
gene-CDR20291_1603,1414.35,1251.1,1445.4,5517.53,5726.91,5199.48
gene-CDR20291_1604,1869.05,1885.18,2016.86,8605.81,10304.15,9464.75
gene-CDR20291_1605,479.79,540.45,572.36,1849.49,2494.4,2179.56
gene-CDR20291_1606,379.32,330.04,314.98,469.52,593.49,505.29
gene-CDR20291_1607,2115.76,2327.08,2298.85,1019.79,1311.28,1041.63
gene-CDR20291_1608,1514.79,1515.8,1641.75,868.72,887.81,786.35
gene-CDR20291_1609,1026.08,970.83,1084.19,1229.6,1475.83,1377.84
gene-CDR20291_1610,1944,1568.68,1762.01,2403.05,2848.67,2547.78
gene-CDR20291_1611,621.97,659.54,700.85,1221.79,1481.04,1409.75
